"date","year","month","day","doy","sea_ice_extent","site_name"
1993-11-18,1993,11,18,322,84245.454,"QHI"
1993-11-19,1993,11,19,323,84245.454,"QHI"
1993-11-20,1993,11,20,324,84245.454,"QHI"
1993-11-21,1993,11,21,325,84245.454,"QHI"
1993-11-22,1993,11,22,326,84245.454,"QHI"
1993-11-23,1993,11,23,327,84245.454,"QHI"
1993-11-24,1993,11,24,328,84245.454,"QHI"
1993-11-25,1993,11,25,329,84245.454,"QHI"
1993-11-26,1993,11,26,330,84245.454,"QHI"
1993-11-27,1993,11,27,331,84245.454,"QHI"
1993-11-28,1993,11,28,332,84245.454,"QHI"
1993-11-29,1993,11,29,333,84245.454,"QHI"
1993-11-30,1993,11,30,334,84245.454,"QHI"
1993-12-01,1993,12,1,335,84245.454,"QHI"
1993-12-02,1993,12,2,336,84245.454,"QHI"
1993-12-03,1993,12,3,337,84245.454,"QHI"
1993-12-04,1993,12,4,338,84245.454,"QHI"
1993-12-05,1993,12,5,339,84245.454,"QHI"
1993-12-06,1993,12,6,340,84245.454,"QHI"
1993-12-07,1993,12,7,341,84245.454,"QHI"
1993-12-08,1993,12,8,342,84245.454,"QHI"
1993-12-09,1993,12,9,343,NA,"QHI"
1993-12-10,1993,12,10,344,84245.454,"QHI"
1993-12-11,1993,12,11,345,84245.454,"QHI"
1993-12-12,1993,12,12,346,84245.454,"QHI"
1993-12-13,1993,12,13,347,84245.454,"QHI"
1993-12-14,1993,12,14,348,84245.454,"QHI"
1993-12-15,1993,12,15,349,84245.454,"QHI"
1993-12-16,1993,12,16,350,84245.454,"QHI"
1993-12-17,1993,12,17,351,84245.454,"QHI"
1993-12-18,1993,12,18,352,84245.454,"QHI"
1993-12-19,1993,12,19,353,84245.454,"QHI"
1993-12-20,1993,12,20,354,84245.454,"QHI"
1993-12-21,1993,12,21,355,84245.454,"QHI"
1993-12-22,1993,12,22,356,84245.454,"QHI"
1993-12-23,1993,12,23,357,84245.454,"QHI"
1993-12-24,1993,12,24,358,84245.454,"QHI"
1993-12-25,1993,12,25,359,84245.454,"QHI"
1993-12-26,1993,12,26,360,84245.454,"QHI"
1993-12-27,1993,12,27,361,84245.454,"QHI"
1993-12-28,1993,12,28,362,NA,"QHI"
1993-12-29,1993,12,29,363,84245.454,"QHI"
1993-12-30,1993,12,30,364,84245.454,"QHI"
1993-12-31,1993,12,31,365,84245.454,"QHI"
1994-01-01,1994,1,1,1,84245.454,"QHI"
1994-01-02,1994,1,2,2,84245.454,"QHI"
1994-01-03,1994,1,3,3,84245.454,"QHI"
1994-01-04,1994,1,4,4,84245.454,"QHI"
1994-01-05,1994,1,5,5,84245.454,"QHI"
1994-01-06,1994,1,6,6,84245.454,"QHI"
1994-01-07,1994,1,7,7,84245.454,"QHI"
1994-01-08,1994,1,8,8,84245.454,"QHI"
1994-01-09,1994,1,9,9,84245.454,"QHI"
1994-01-10,1994,1,10,10,84245.454,"QHI"
1994-01-11,1994,1,11,11,84245.454,"QHI"
1994-01-12,1994,1,12,12,84245.454,"QHI"
1994-01-13,1994,1,13,13,84245.454,"QHI"
1994-01-14,1994,1,14,14,84245.454,"QHI"
1994-01-15,1994,1,15,15,84245.454,"QHI"
1994-01-16,1994,1,16,16,84245.454,"QHI"
1994-01-17,1994,1,17,17,84245.454,"QHI"
1994-01-18,1994,1,18,18,84245.454,"QHI"
1994-01-19,1994,1,19,19,84245.454,"QHI"
1994-01-20,1994,1,20,20,84245.454,"QHI"
1994-01-21,1994,1,21,21,84245.454,"QHI"
1994-01-22,1994,1,22,22,84245.454,"QHI"
1994-01-23,1994,1,23,23,84245.454,"QHI"
1994-01-24,1994,1,24,24,84245.454,"QHI"
1994-01-25,1994,1,25,25,84245.454,"QHI"
1994-01-26,1994,1,26,26,84245.454,"QHI"
1994-01-27,1994,1,27,27,84245.454,"QHI"
1994-01-28,1994,1,28,28,84245.454,"QHI"
1994-01-29,1994,1,29,29,84245.454,"QHI"
1994-01-30,1994,1,30,30,84245.454,"QHI"
1994-01-31,1994,1,31,31,84245.454,"QHI"
1994-02-01,1994,2,1,32,84245.454,"QHI"
1994-02-02,1994,2,2,33,84245.454,"QHI"
1994-02-03,1994,2,3,34,84245.454,"QHI"
1994-02-04,1994,2,4,35,84245.454,"QHI"
1994-02-05,1994,2,5,36,84245.454,"QHI"
1994-02-06,1994,2,6,37,84245.454,"QHI"
1994-02-07,1994,2,7,38,84245.454,"QHI"
1994-02-08,1994,2,8,39,84245.454,"QHI"
1994-02-09,1994,2,9,40,84245.454,"QHI"
1994-02-10,1994,2,10,41,84245.454,"QHI"
1994-02-11,1994,2,11,42,84245.454,"QHI"
1994-02-12,1994,2,12,43,84245.454,"QHI"
1994-02-13,1994,2,13,44,84245.454,"QHI"
1994-02-14,1994,2,14,45,84245.454,"QHI"
1994-02-15,1994,2,15,46,84245.454,"QHI"
1994-02-16,1994,2,16,47,84245.454,"QHI"
1994-02-17,1994,2,17,48,84245.454,"QHI"
1994-02-18,1994,2,18,49,84245.454,"QHI"
1994-02-19,1994,2,19,50,84245.454,"QHI"
1994-02-20,1994,2,20,51,84245.454,"QHI"
1994-02-21,1994,2,21,52,84245.454,"QHI"
1994-02-22,1994,2,22,53,84245.454,"QHI"
1994-02-23,1994,2,23,54,84245.454,"QHI"
1994-02-24,1994,2,24,55,84245.454,"QHI"
1994-02-25,1994,2,25,56,84245.454,"QHI"
1994-02-26,1994,2,26,57,84245.454,"QHI"
1994-02-27,1994,2,27,58,84245.454,"QHI"
1994-02-28,1994,2,28,59,84245.454,"QHI"
1994-03-01,1994,3,1,60,84245.454,"QHI"
1994-03-02,1994,3,2,61,84245.454,"QHI"
1994-03-03,1994,3,3,62,84245.454,"QHI"
1994-03-04,1994,3,4,63,84245.454,"QHI"
1994-03-05,1994,3,5,64,84245.454,"QHI"
1994-03-06,1994,3,6,65,84245.454,"QHI"
1994-03-07,1994,3,7,66,84245.454,"QHI"
1994-03-08,1994,3,8,67,84245.454,"QHI"
1994-03-09,1994,3,9,68,84245.454,"QHI"
1994-03-10,1994,3,10,69,84245.454,"QHI"
1994-03-11,1994,3,11,70,84245.454,"QHI"
1994-03-12,1994,3,12,71,84245.454,"QHI"
1994-03-13,1994,3,13,72,84245.454,"QHI"
1994-03-14,1994,3,14,73,84245.454,"QHI"
1994-03-15,1994,3,15,74,84245.454,"QHI"
1994-03-16,1994,3,16,75,84245.454,"QHI"
1994-03-17,1994,3,17,76,84245.454,"QHI"
1994-03-18,1994,3,18,77,84245.454,"QHI"
1994-03-19,1994,3,19,78,84245.454,"QHI"
1994-03-20,1994,3,20,79,84245.454,"QHI"
1994-03-21,1994,3,21,80,84245.454,"QHI"
1994-03-22,1994,3,22,81,84245.454,"QHI"
1994-03-23,1994,3,23,82,84245.454,"QHI"
1994-03-25,1994,3,25,84,84245.454,"QHI"
1994-03-26,1994,3,26,85,84245.454,"QHI"
1994-03-27,1994,3,27,86,84245.454,"QHI"
1994-03-28,1994,3,28,87,84245.454,"QHI"
1994-03-29,1994,3,29,88,84245.454,"QHI"
1994-03-30,1994,3,30,89,84245.454,"QHI"
1994-03-31,1994,3,31,90,84245.454,"QHI"
1994-04-01,1994,4,1,91,84245.454,"QHI"
1994-04-02,1994,4,2,92,84245.454,"QHI"
1994-04-03,1994,4,3,93,84245.454,"QHI"
1994-04-04,1994,4,4,94,84245.454,"QHI"
1994-04-05,1994,4,5,95,84245.454,"QHI"
1994-04-06,1994,4,6,96,84245.454,"QHI"
1994-04-07,1994,4,7,97,84245.454,"QHI"
1994-04-08,1994,4,8,98,84245.454,"QHI"
1994-04-09,1994,4,9,99,84245.454,"QHI"
1994-04-10,1994,4,10,100,84245.454,"QHI"
1994-04-11,1994,4,11,101,84245.454,"QHI"
1994-04-12,1994,4,12,102,84245.454,"QHI"
1994-04-13,1994,4,13,103,84245.454,"QHI"
1994-04-14,1994,4,14,104,84245.454,"QHI"
1994-04-15,1994,4,15,105,84245.454,"QHI"
1994-04-16,1994,4,16,106,84245.454,"QHI"
1994-04-17,1994,4,17,107,84245.454,"QHI"
1994-04-18,1994,4,18,108,84245.454,"QHI"
1994-04-19,1994,4,19,109,84245.454,"QHI"
1994-04-20,1994,4,20,110,84245.454,"QHI"
1994-04-21,1994,4,21,111,84245.454,"QHI"
1994-04-22,1994,4,22,112,84245.454,"QHI"
1994-04-23,1994,4,23,113,84245.454,"QHI"
1994-04-24,1994,4,24,114,84245.454,"QHI"
1994-04-25,1994,4,25,115,84245.454,"QHI"
1994-04-26,1994,4,26,116,84245.454,"QHI"
1994-04-27,1994,4,27,117,84245.454,"QHI"
1994-04-28,1994,4,28,118,84245.454,"QHI"
1994-04-29,1994,4,29,119,84245.454,"QHI"
1994-04-30,1994,4,30,120,84245.454,"QHI"
1994-05-01,1994,5,1,121,84245.454,"QHI"
1994-05-02,1994,5,2,122,84245.454,"QHI"
1994-05-03,1994,5,3,123,84245.454,"QHI"
1994-05-04,1994,5,4,124,84245.454,"QHI"
1994-05-05,1994,5,5,125,84245.454,"QHI"
1994-05-06,1994,5,6,126,84245.454,"QHI"
1994-05-07,1994,5,7,127,84245.454,"QHI"
1994-05-08,1994,5,8,128,84245.454,"QHI"
1994-05-09,1994,5,9,129,84245.454,"QHI"
1994-05-10,1994,5,10,130,84245.454,"QHI"
1994-05-11,1994,5,11,131,84245.454,"QHI"
1994-05-12,1994,5,12,132,84245.454,"QHI"
1994-05-13,1994,5,13,133,84245.454,"QHI"
1994-05-14,1994,5,14,134,84245.454,"QHI"
1994-05-15,1994,5,15,135,84245.454,"QHI"
1994-05-16,1994,5,16,136,84245.454,"QHI"
1994-05-17,1994,5,17,137,84245.454,"QHI"
1994-05-18,1994,5,18,138,84245.454,"QHI"
1994-05-19,1994,5,19,139,84245.454,"QHI"
1994-05-20,1994,5,20,140,84245.454,"QHI"
1994-05-21,1994,5,21,141,84245.454,"QHI"
1994-05-22,1994,5,22,142,84245.454,"QHI"
1994-05-23,1994,5,23,143,84245.454,"QHI"
1994-05-24,1994,5,24,144,84245.454,"QHI"
1994-05-25,1994,5,25,145,84245.454,"QHI"
1994-05-26,1994,5,26,146,84245.454,"QHI"
1994-05-27,1994,5,27,147,84245.454,"QHI"
1994-05-28,1994,5,28,148,84245.454,"QHI"
1994-05-29,1994,5,29,149,84245.454,"QHI"
1994-05-30,1994,5,30,150,84245.454,"QHI"
1994-05-31,1994,5,31,151,84245.454,"QHI"
1994-06-01,1994,6,1,152,84245.454,"QHI"
1994-06-02,1994,6,2,153,84245.454,"QHI"
1994-06-03,1994,6,3,154,84245.454,"QHI"
1994-06-04,1994,6,4,155,84245.454,"QHI"
1994-06-05,1994,6,5,156,84245.454,"QHI"
1994-06-06,1994,6,6,157,84245.454,"QHI"
1994-06-07,1994,6,7,158,84245.454,"QHI"
1994-06-08,1994,6,8,159,84245.454,"QHI"
1994-06-09,1994,6,9,160,84245.454,"QHI"
1994-06-10,1994,6,10,161,84245.454,"QHI"
1994-06-11,1994,6,11,162,84245.454,"QHI"
1994-06-12,1994,6,12,163,84245.454,"QHI"
1994-06-13,1994,6,13,164,84245.454,"QHI"
1994-06-14,1994,6,14,165,84245.454,"QHI"
1994-06-15,1994,6,15,166,84245.454,"QHI"
1994-06-16,1994,6,16,167,84245.454,"QHI"
1994-06-17,1994,6,17,168,84245.454,"QHI"
1994-06-18,1994,6,18,169,84245.454,"QHI"
1994-06-19,1994,6,19,170,84245.454,"QHI"
1994-06-20,1994,6,20,171,84245.454,"QHI"
1994-06-21,1994,6,21,172,84245.454,"QHI"
1994-06-22,1994,6,22,173,84245.454,"QHI"
1994-06-23,1994,6,23,174,84245.454,"QHI"
1994-06-24,1994,6,24,175,84245.454,"QHI"
1994-06-25,1994,6,25,176,84245.454,"QHI"
1994-06-26,1994,6,26,177,84245.454,"QHI"
1994-06-27,1994,6,27,178,84245.454,"QHI"
1994-06-28,1994,6,28,179,84245.454,"QHI"
1994-06-29,1994,6,29,180,84245.454,"QHI"
1994-06-30,1994,6,30,181,84245.454,"QHI"
1994-07-01,1994,7,1,182,84245.454,"QHI"
1994-07-02,1994,7,2,183,84245.454,"QHI"
1994-07-03,1994,7,3,184,84245.454,"QHI"
1994-07-04,1994,7,4,185,84245.454,"QHI"
1994-07-05,1994,7,5,186,84245.454,"QHI"
1994-07-06,1994,7,6,187,84245.454,"QHI"
1994-07-07,1994,7,7,188,84245.454,"QHI"
1994-07-08,1994,7,8,189,84245.454,"QHI"
1994-07-09,1994,7,9,190,84245.454,"QHI"
1994-07-10,1994,7,10,191,84245.454,"QHI"
1994-07-11,1994,7,11,192,84245.454,"QHI"
1994-07-12,1994,7,12,193,84245.454,"QHI"
1994-07-13,1994,7,13,194,83741.449,"QHI"
1994-07-14,1994,7,14,195,82098.063,"QHI"
1994-07-15,1994,7,15,196,83164.857,"QHI"
1994-07-16,1994,7,16,197,82670.591,"QHI"
1994-07-17,1994,7,17,198,82592.432,"QHI"
1994-07-18,1994,7,18,199,79386.87,"QHI"
1994-07-19,1994,7,19,200,76264.908,"QHI"
1994-07-20,1994,7,20,201,NA,"QHI"
1994-07-21,1994,7,21,202,NA,"QHI"
1994-07-22,1994,7,22,203,NA,"QHI"
1994-07-23,1994,7,23,204,77252.116,"QHI"
1994-07-24,1994,7,24,205,75688.272,"QHI"
1994-07-25,1994,7,25,206,75688.272,"QHI"
1994-07-26,1994,7,26,207,77252.143,"QHI"
1994-07-27,1994,7,27,208,76264.908,"QHI"
1994-07-28,1994,7,28,209,75193.144,"QHI"
1994-07-29,1994,7,29,210,74039.934,"QHI"
1994-07-30,1994,7,30,211,67506.179,"QHI"
1994-07-31,1994,7,31,212,66504.909,"QHI"
1994-08-01,1994,8,1,213,62170.615,"QHI"
1994-08-02,1994,8,2,214,53884.614,"QHI"
1994-08-03,1994,8,3,215,56254.658,"QHI"
1994-08-04,1994,8,4,216,62586.197,"QHI"
1994-08-05,1994,8,5,217,57226.313,"QHI"
1994-08-06,1994,8,6,218,53541.28,"QHI"
1994-08-07,1994,8,7,219,52842.776,"QHI"
1994-08-08,1994,8,8,220,48439.224,"QHI"
1994-08-09,1994,8,9,221,51801.64,"QHI"
1994-08-10,1994,8,10,222,44192.169,"QHI"
1994-08-11,1994,8,11,223,30739.237,"QHI"
1994-08-12,1994,8,12,224,43352.79,"QHI"
1994-08-13,1994,8,13,225,42829.823,"QHI"
1994-08-14,1994,8,14,226,39583.962,"QHI"
1994-08-15,1994,8,15,227,42777.861,"QHI"
1994-08-16,1994,8,16,228,43931.648,"QHI"
1994-08-17,1994,8,17,229,35765.759,"QHI"
1994-08-18,1994,8,18,230,42207.955,"QHI"
1994-08-19,1994,8,19,231,43885.602,"QHI"
1994-08-20,1994,8,20,232,42234.497,"QHI"
1994-08-21,1994,8,21,233,37837.662,"QHI"
1994-08-22,1994,8,22,234,38350.094,"QHI"
1994-08-23,1994,8,23,235,41674.385,"QHI"
1994-08-24,1994,8,24,236,48447.489,"QHI"
1994-08-25,1994,8,25,237,43914.068,"QHI"
1994-08-26,1994,8,26,238,36777.938,"QHI"
1994-08-27,1994,8,27,239,31924.281,"QHI"
1994-08-28,1994,8,28,240,40065.451,"QHI"
1994-08-29,1994,8,29,241,42865.38,"QHI"
1994-08-30,1994,8,30,242,36853.085,"QHI"
1994-08-31,1994,8,31,243,27997.226,"QHI"
1994-09-01,1994,9,1,244,25808.355,"QHI"
1994-09-02,1994,9,2,245,25234.307,"QHI"
1994-09-03,1994,9,3,246,21892.214,"QHI"
1994-09-04,1994,9,4,247,17887.788,"QHI"
1994-09-05,1994,9,5,248,21358.628,"QHI"
1994-09-06,1994,9,6,249,22493.008,"QHI"
1994-09-07,1994,9,7,250,26795.153,"QHI"
1994-09-08,1994,9,8,251,32859.222,"QHI"
1994-09-09,1994,9,9,252,41219.572,"QHI"
1994-09-10,1994,9,10,253,41763.102,"QHI"
1994-09-11,1994,9,11,254,37279.298,"QHI"
1994-09-12,1994,9,12,255,27920.904,"QHI"
1994-09-13,1994,9,13,256,27426.314,"QHI"
1994-09-14,1994,9,14,257,32455.128,"QHI"
1994-09-15,1994,9,15,258,31304.809,"QHI"
1994-09-16,1994,9,16,259,38465.291,"QHI"
1994-09-17,1994,9,17,260,48333.659,"QHI"
1994-09-18,1994,9,18,261,51175.366,"QHI"
1994-09-19,1994,9,19,262,47762.854,"QHI"
1994-09-20,1994,9,20,263,44561.005,"QHI"
1994-09-21,1994,9,21,264,41871.598,"QHI"
1994-09-22,1994,9,22,265,46166.608,"QHI"
1994-09-23,1994,9,23,266,44037.782,"QHI"
1994-09-24,1994,9,24,267,50499.104,"QHI"
1994-09-25,1994,9,25,268,53845.077,"QHI"
1994-09-26,1994,9,26,269,57272.807,"QHI"
1994-09-27,1994,9,27,270,62212.435,"QHI"
1994-09-28,1994,9,28,271,64892.354,"QHI"
1994-09-29,1994,9,29,272,64818.774,"QHI"
1994-09-30,1994,9,30,273,66398.005,"QHI"
1994-10-01,1994,10,1,274,72792.676,"QHI"
1994-10-02,1994,10,2,275,72465.042,"QHI"
1994-10-03,1994,10,3,276,68080.674,"QHI"
1994-10-04,1994,10,4,277,67579.544,"QHI"
1994-10-05,1994,10,5,278,68737.272,"QHI"
1994-10-06,1994,10,6,279,68737.272,"QHI"
1994-10-07,1994,10,7,280,68160.301,"QHI"
1994-10-08,1994,10,8,281,67582.081,"QHI"
1994-10-09,1994,10,9,282,63683.762,"QHI"
1994-10-10,1994,10,10,283,63680.766,"QHI"
1994-10-11,1994,10,11,284,71449.83,"QHI"
1994-10-12,1994,10,12,285,77156.853,"QHI"
1994-10-13,1994,10,13,286,69040.939,"QHI"
1994-10-14,1994,10,14,287,70021.127,"QHI"
1994-10-15,1994,10,15,288,80987.636,"QHI"
1994-10-16,1994,10,16,289,84245.454,"QHI"
1994-10-17,1994,10,17,290,84245.454,"QHI"
1994-10-18,1994,10,18,291,84245.454,"QHI"
1994-10-19,1994,10,19,292,84245.454,"QHI"
1994-10-20,1994,10,20,293,84245.454,"QHI"
1994-10-21,1994,10,21,294,84245.454,"QHI"
1994-10-22,1994,10,22,295,84245.454,"QHI"
1994-10-23,1994,10,23,296,84245.454,"QHI"
1994-10-24,1994,10,24,297,84245.454,"QHI"
1994-10-25,1994,10,25,298,83668.836,"QHI"
1994-10-26,1994,10,26,299,84245.454,"QHI"
1994-10-27,1994,10,27,300,84245.454,"QHI"
1994-10-28,1994,10,28,301,84245.454,"QHI"
1994-10-29,1994,10,29,302,84245.454,"QHI"
1994-10-30,1994,10,30,303,84245.454,"QHI"
1994-10-31,1994,10,31,304,84245.454,"QHI"
1994-11-01,1994,11,1,305,84245.454,"QHI"
1994-11-02,1994,11,2,306,84245.454,"QHI"
1994-11-03,1994,11,3,307,84245.454,"QHI"
1994-11-04,1994,11,4,308,84245.454,"QHI"
1994-11-05,1994,11,5,309,84245.454,"QHI"
1994-11-06,1994,11,6,310,NA,"QHI"
1994-11-07,1994,11,7,311,84245.454,"QHI"
1994-11-08,1994,11,8,312,84245.454,"QHI"
1994-11-09,1994,11,9,313,84245.454,"QHI"
1994-11-10,1994,11,10,314,84245.454,"QHI"
1994-11-11,1994,11,11,315,84245.454,"QHI"
1994-11-12,1994,11,12,316,84245.454,"QHI"
1994-11-13,1994,11,13,317,84245.454,"QHI"
1994-11-14,1994,11,14,318,84245.454,"QHI"
1994-11-15,1994,11,15,319,84245.454,"QHI"
1994-11-16,1994,11,16,320,84245.454,"QHI"
1994-11-17,1994,11,17,321,84245.454,"QHI"
1994-11-18,1994,11,18,322,84245.454,"QHI"
1994-11-19,1994,11,19,323,84245.454,"QHI"
1994-11-20,1994,11,20,324,NA,"QHI"
1994-11-21,1994,11,21,325,NA,"QHI"
1994-11-22,1994,11,22,326,84245.454,"QHI"
1994-11-23,1994,11,23,327,84245.454,"QHI"
1994-11-24,1994,11,24,328,84245.454,"QHI"
1994-11-25,1994,11,25,329,84245.454,"QHI"
1994-11-26,1994,11,26,330,84245.454,"QHI"
1994-11-27,1994,11,27,331,84245.454,"QHI"
1994-11-28,1994,11,28,332,84245.454,"QHI"
1994-11-29,1994,11,29,333,84245.454,"QHI"
1994-11-30,1994,11,30,334,84245.454,"QHI"
1994-12-01,1994,12,1,335,84245.454,"QHI"
1994-12-02,1994,12,2,336,84245.454,"QHI"
1994-12-03,1994,12,3,337,84245.454,"QHI"
1994-12-04,1994,12,4,338,84245.454,"QHI"
1994-12-05,1994,12,5,339,84245.454,"QHI"
1994-12-06,1994,12,6,340,84245.454,"QHI"
1994-12-07,1994,12,7,341,84245.454,"QHI"
1994-12-08,1994,12,8,342,84245.454,"QHI"
1994-12-09,1994,12,9,343,84245.454,"QHI"
1994-12-10,1994,12,10,344,84245.454,"QHI"
1994-12-11,1994,12,11,345,84245.454,"QHI"
1994-12-12,1994,12,12,346,84245.454,"QHI"
1994-12-13,1994,12,13,347,84245.454,"QHI"
1994-12-14,1994,12,14,348,84245.454,"QHI"
1994-12-15,1994,12,15,349,84245.454,"QHI"
1994-12-16,1994,12,16,350,84245.454,"QHI"
1994-12-17,1994,12,17,351,84245.454,"QHI"
1994-12-18,1994,12,18,352,83717.171,"QHI"
1994-12-19,1994,12,19,353,84245.454,"QHI"
1994-12-20,1994,12,20,354,84245.454,"QHI"
1994-12-21,1994,12,21,355,84245.454,"QHI"
1994-12-22,1994,12,22,356,84245.454,"QHI"
1994-12-23,1994,12,23,357,84245.454,"QHI"
1994-12-24,1994,12,24,358,84245.454,"QHI"
1994-12-25,1994,12,25,359,NA,"QHI"
1994-12-26,1994,12,26,360,84245.454,"QHI"
1994-12-27,1994,12,27,361,84245.454,"QHI"
1994-12-28,1994,12,28,362,84245.454,"QHI"
1994-12-29,1994,12,29,363,84245.454,"QHI"
1994-12-30,1994,12,30,364,84245.454,"QHI"
1994-12-31,1994,12,31,365,84245.454,"QHI"
1995-01-01,1995,1,1,1,84245.454,"QHI"
1995-01-02,1995,1,2,2,84245.454,"QHI"
1995-01-03,1995,1,3,3,84245.454,"QHI"
1995-01-04,1995,1,4,4,84245.454,"QHI"
1995-01-05,1995,1,5,5,84245.454,"QHI"
1995-01-06,1995,1,6,6,84245.454,"QHI"
1995-01-07,1995,1,7,7,84245.454,"QHI"
1995-01-08,1995,1,8,8,84245.454,"QHI"
1995-01-09,1995,1,9,9,84245.454,"QHI"
1995-01-10,1995,1,10,10,84245.454,"QHI"
1995-01-11,1995,1,11,11,84245.454,"QHI"
1995-01-12,1995,1,12,12,84245.454,"QHI"
1995-01-13,1995,1,13,13,84245.454,"QHI"
1995-01-14,1995,1,14,14,84245.454,"QHI"
1995-01-15,1995,1,15,15,84245.454,"QHI"
1995-01-16,1995,1,16,16,84245.454,"QHI"
1995-01-17,1995,1,17,17,84245.454,"QHI"
1995-01-18,1995,1,18,18,84245.454,"QHI"
1995-01-19,1995,1,19,19,84245.454,"QHI"
1995-01-20,1995,1,20,20,84245.454,"QHI"
1995-01-21,1995,1,21,21,84245.454,"QHI"
1995-01-22,1995,1,22,22,84245.454,"QHI"
1995-01-23,1995,1,23,23,84245.454,"QHI"
1995-01-24,1995,1,24,24,84245.454,"QHI"
1995-01-25,1995,1,25,25,84245.454,"QHI"
1995-01-26,1995,1,26,26,84245.454,"QHI"
1995-01-27,1995,1,27,27,84245.454,"QHI"
1995-01-28,1995,1,28,28,84245.454,"QHI"
1995-01-29,1995,1,29,29,84245.454,"QHI"
1995-01-30,1995,1,30,30,84245.454,"QHI"
1995-01-31,1995,1,31,31,84245.454,"QHI"
1995-02-01,1995,2,1,32,84245.454,"QHI"
1995-02-02,1995,2,2,33,84245.454,"QHI"
1995-02-03,1995,2,3,34,84245.454,"QHI"
1995-02-04,1995,2,4,35,84245.454,"QHI"
1995-02-05,1995,2,5,36,84245.454,"QHI"
1995-02-06,1995,2,6,37,84245.454,"QHI"
1995-02-07,1995,2,7,38,84245.454,"QHI"
1995-02-08,1995,2,8,39,84245.454,"QHI"
1995-02-09,1995,2,9,40,84245.454,"QHI"
1995-02-10,1995,2,10,41,84245.454,"QHI"
1995-02-11,1995,2,11,42,84245.454,"QHI"
1995-02-12,1995,2,12,43,84245.454,"QHI"
1995-02-13,1995,2,13,44,84245.454,"QHI"
1995-02-14,1995,2,14,45,84245.454,"QHI"
1995-02-15,1995,2,15,46,84245.454,"QHI"
1995-02-16,1995,2,16,47,84245.454,"QHI"
1995-02-17,1995,2,17,48,84245.454,"QHI"
1995-02-18,1995,2,18,49,84245.454,"QHI"
1995-02-19,1995,2,19,50,84245.454,"QHI"
1995-02-20,1995,2,20,51,84245.454,"QHI"
1995-02-21,1995,2,21,52,84245.454,"QHI"
1995-02-22,1995,2,22,53,84245.454,"QHI"
1995-02-23,1995,2,23,54,84245.454,"QHI"
1995-02-24,1995,2,24,55,84245.454,"QHI"
1995-02-25,1995,2,25,56,84245.454,"QHI"
1995-02-26,1995,2,26,57,84245.454,"QHI"
1995-02-27,1995,2,27,58,84245.454,"QHI"
1995-02-28,1995,2,28,59,84245.454,"QHI"
1995-03-01,1995,3,1,60,84245.454,"QHI"
1995-03-02,1995,3,2,61,84245.454,"QHI"
1995-03-03,1995,3,3,62,84245.454,"QHI"
1995-03-04,1995,3,4,63,84245.454,"QHI"
1995-03-05,1995,3,5,64,84245.454,"QHI"
1995-03-06,1995,3,6,65,84245.454,"QHI"
1995-03-07,1995,3,7,66,84245.454,"QHI"
1995-03-08,1995,3,8,67,84245.454,"QHI"
1995-03-09,1995,3,9,68,84245.454,"QHI"
1995-03-10,1995,3,10,69,84245.454,"QHI"
1995-03-11,1995,3,11,70,84245.454,"QHI"
1995-03-12,1995,3,12,71,84245.454,"QHI"
1995-03-13,1995,3,13,72,84245.454,"QHI"
1995-03-14,1995,3,14,73,84245.454,"QHI"
1995-03-15,1995,3,15,74,84245.454,"QHI"
1995-03-16,1995,3,16,75,84245.454,"QHI"
1995-03-17,1995,3,17,76,84245.454,"QHI"
1995-03-18,1995,3,18,77,84245.454,"QHI"
1995-03-19,1995,3,19,78,84245.454,"QHI"
1995-03-20,1995,3,20,79,84245.454,"QHI"
1995-03-21,1995,3,21,80,84245.454,"QHI"
1995-03-22,1995,3,22,81,84245.454,"QHI"
1995-03-23,1995,3,23,82,84245.454,"QHI"
1995-03-24,1995,3,24,83,84245.454,"QHI"
1995-03-25,1995,3,25,84,84245.454,"QHI"
1995-03-26,1995,3,26,85,84245.454,"QHI"
1995-03-27,1995,3,27,86,84245.454,"QHI"
1995-03-28,1995,3,28,87,84245.454,"QHI"
1995-03-29,1995,3,29,88,84245.454,"QHI"
1995-03-30,1995,3,30,89,84245.454,"QHI"
1995-03-31,1995,3,31,90,84245.454,"QHI"
1995-04-01,1995,4,1,91,84245.454,"QHI"
1995-04-02,1995,4,2,92,84245.454,"QHI"
1995-04-03,1995,4,3,93,84245.454,"QHI"
1995-04-04,1995,4,4,94,84245.454,"QHI"
1995-04-05,1995,4,5,95,84245.454,"QHI"
1995-04-06,1995,4,6,96,84245.454,"QHI"
1995-04-07,1995,4,7,97,84245.454,"QHI"
1995-04-08,1995,4,8,98,84245.454,"QHI"
1995-04-09,1995,4,9,99,84245.454,"QHI"
1995-04-10,1995,4,10,100,84245.454,"QHI"
1995-04-11,1995,4,11,101,84245.454,"QHI"
1995-04-12,1995,4,12,102,84245.454,"QHI"
1995-04-13,1995,4,13,103,84245.454,"QHI"
1995-04-14,1995,4,14,104,84245.454,"QHI"
1995-04-15,1995,4,15,105,84245.454,"QHI"
1995-04-16,1995,4,16,106,84245.454,"QHI"
1995-04-17,1995,4,17,107,84245.454,"QHI"
1995-04-18,1995,4,18,108,84245.454,"QHI"
1995-04-19,1995,4,19,109,84245.454,"QHI"
1995-04-20,1995,4,20,110,84245.454,"QHI"
