"site_name","date","year","month","day","doy","temp"
"BARROW",1997-05-03,1997,5,3,"123",-9.1
"BARROW",1997-05-04,1997,5,4,"124",-10.6
"BARROW",1997-05-05,1997,5,5,"125",-10.2
"BARROW",1997-05-06,1997,5,6,"126",-13
"BARROW",1997-05-07,1997,5,7,"127",-14.8
"BARROW",1997-05-08,1997,5,8,"128",-13.3
"BARROW",1997-05-09,1997,5,9,"129",-12
"BARROW",1997-05-10,1997,5,10,"130",-12.5
"BARROW",1997-05-11,1997,5,11,"131",-10
"BARROW",1997-05-12,1997,5,12,"132",-7
"BARROW",1997-05-13,1997,5,13,"133",-6
"BARROW",1997-05-14,1997,5,14,"134",-5.4
"BARROW",1997-05-15,1997,5,15,"135",-2.8
"BARROW",1997-05-16,1997,5,16,"136",-3.6
"BARROW",1997-05-17,1997,5,17,"137",-3.7
"BARROW",1997-05-18,1997,5,18,"138",-1.9
"BARROW",1997-05-19,1997,5,19,"139",-1.5
"BARROW",1997-05-20,1997,5,20,"140",-8.5
"BARROW",1997-05-21,1997,5,21,"141",-9.9
"BARROW",1997-05-22,1997,5,22,"142",-9.6
"BARROW",1997-05-23,1997,5,23,"143",-9.2
"BARROW",1997-05-24,1997,5,24,"144",-10.2
"BARROW",1997-05-25,1997,5,25,"145",-9.5
"BARROW",1997-05-26,1997,5,26,"146",-6.1
"BARROW",1997-05-27,1997,5,27,"147",-0.2
"BARROW",1997-05-28,1997,5,28,"148",-2.2
"BARROW",1997-05-29,1997,5,29,"149",-2.2
"BARROW",1997-05-30,1997,5,30,"150",-3.1
"BARROW",1997-05-31,1997,5,31,"151",-5
"BARROW",1997-06-01,1997,6,1,"152",-7.9
"BARROW",1997-06-02,1997,6,2,"153",-6.9
"BARROW",1997-06-03,1997,6,3,"154",-4.8
"BARROW",1997-06-04,1997,6,4,"155",-0.6
"BARROW",1997-06-05,1997,6,5,"156",-0.4
"BARROW",1997-06-06,1997,6,6,"157",-0.4
"BARROW",1997-06-07,1997,6,7,"158",-1.1
"BARROW",1997-06-08,1997,6,8,"159",-1.2
"BARROW",1997-06-09,1997,6,9,"160",-0.7
"BARROW",1997-06-10,1997,6,10,"161",-1.6
"BARROW",1997-06-11,1997,6,11,"162",-0.5
"BARROW",1997-06-12,1997,6,12,"163",1
"BARROW",1997-06-13,1997,6,13,"164",-1.8
"BARROW",1997-06-14,1997,6,14,"165",-0.8
"BARROW",1997-06-15,1997,6,15,"166",-0.5
"BARROW",1997-06-16,1997,6,16,"167",NA
"BARROW",1997-06-17,1997,6,17,"168",0.7
"BARROW",1997-06-18,1997,6,18,"169",0.3
"BARROW",1997-06-19,1997,6,19,"170",0.3
"BARROW",1997-06-20,1997,6,20,"171",0.9
"BARROW",1997-06-21,1997,6,21,"172",1.1
"BARROW",1997-06-22,1997,6,22,"173",1.9
"BARROW",1997-06-23,1997,6,23,"174",3.8
"BARROW",1997-06-24,1997,6,24,"175",4.8
"BARROW",1997-06-25,1997,6,25,"176",1
"BARROW",1997-06-26,1997,6,26,"177",-0.3
"BARROW",1997-06-27,1997,6,27,"178",0.1
"BARROW",1997-06-28,1997,6,28,"179",-0.5
"BARROW",1997-06-29,1997,6,29,"180",2
"BARROW",1997-06-30,1997,6,30,"181",3.4
"BARROW",1997-07-01,1997,7,1,"182",2.1
"BARROW",1997-07-02,1997,7,2,"183",0.7
"BARROW",1997-07-03,1997,7,3,"184",0.9
"BARROW",1997-07-04,1997,7,4,"185",3
"BARROW",1997-07-05,1997,7,5,"186",1.9
"BARROW",1997-07-06,1997,7,6,"187",1
"BARROW",1997-07-07,1997,7,7,"188",0.3
"BARROW",1997-07-08,1997,7,8,"189",0.2
"BARROW",1997-07-09,1997,7,9,"190",-0.1
"BARROW",1997-07-10,1997,7,10,"191",0.9
"BARROW",1997-07-11,1997,7,11,"192",1.5
"BARROW",1997-07-12,1997,7,12,"193",1.4
"BARROW",1997-07-13,1997,7,13,"194",0.8
"BARROW",1997-07-14,1997,7,14,"195",2.7
"BARROW",1997-07-15,1997,7,15,"196",5.6
"BARROW",1997-07-16,1997,7,16,"197",5.9
"BARROW",1997-07-17,1997,7,17,"198",4.1
"BARROW",1997-07-18,1997,7,18,"199",4.5
"BARROW",1997-07-19,1997,7,19,"200",3.5
"BARROW",1997-07-20,1997,7,20,"201",6
"BARROW",1997-07-21,1997,7,21,"202",7.2
"BARROW",1997-07-22,1997,7,22,"203",5.3
"BARROW",1997-07-23,1997,7,23,"204",10.3
"BARROW",1997-07-24,1997,7,24,"205",7.4
"BARROW",1997-07-25,1997,7,25,"206",3.5
"BARROW",1997-07-26,1997,7,26,"207",6.8
"BARROW",1997-07-27,1997,7,27,"208",2.1
"BARROW",1997-07-28,1997,7,28,"209",1.2
"BARROW",1997-07-29,1997,7,29,"210",4.5
"BARROW",1997-07-30,1997,7,30,"211",6
"BARROW",1997-07-31,1997,7,31,"212",5.4
"BARROW",1997-08-01,1997,8,1,"213",3.5
"BARROW",1997-08-02,1997,8,2,"214",5.3
"BARROW",1997-08-03,1997,8,3,"215",5.8
"BARROW",1997-08-04,1997,8,4,"216",10.8
"BARROW",1997-08-05,1997,8,5,"217",10.5
"BARROW",1997-08-06,1997,8,6,"218",6.9
"BARROW",1997-08-07,1997,8,7,"219",6.7
"BARROW",1997-08-08,1997,8,8,"220",7.5
"BARROW",1997-08-09,1997,8,9,"221",4.9
"BARROW",1997-08-10,1997,8,10,"222",7.7
"BARROW",1997-08-11,1997,8,11,"223",9.6
"BARROW",1997-08-12,1997,8,12,"224",8.9
"BARROW",1997-08-13,1997,8,13,"225",5
"BARROW",1997-08-14,1997,8,14,"226",7.2
"BARROW",1997-08-15,1997,8,15,"227",6.5
"BARROW",1997-08-16,1997,8,16,"228",4.7
"BARROW",1997-08-17,1997,8,17,"229",2.5
"BARROW",1997-08-18,1997,8,18,"230",1.7
"BARROW",1997-08-19,1997,8,19,"231",5.2
"BARROW",1997-08-20,1997,8,20,"232",0.4
"BARROW",1997-08-21,1997,8,21,"233",3.3
"BARROW",1997-08-22,1997,8,22,"234",5.2
"BARROW",1997-08-23,1997,8,23,"235",4.2
"BARROW",1997-08-24,1997,8,24,"236",1.2
"BARROW",1997-08-25,1997,8,25,"237",-0.4
"BARROW",1997-08-26,1997,8,26,"238",1.1
"BARROW",1997-08-27,1997,8,27,"239",2.5
"BARROW",1997-08-28,1997,8,28,"240",3
"BARROW",1997-08-29,1997,8,29,"241",3.5
"BARROW",1997-08-30,1997,8,30,"242",4.3
"BARROW",1997-08-31,1997,8,31,"243",3
"BARROW",1997-09-01,1997,9,1,"244",2
"BARROW",1997-09-02,1997,9,2,"245",0.8
"BARROW",1997-09-03,1997,9,3,"246",2.2
"BARROW",1997-09-04,1997,9,4,"247",2
"BARROW",1997-09-05,1997,9,5,"248",0.7
"BARROW",1997-09-06,1997,9,6,"249",0.8
"BARROW",1997-09-07,1997,9,7,"250",2.2
"BARROW",1997-09-08,1997,9,8,"251",2.9
"BARROW",1997-09-09,1997,9,9,"252",1.8
"BARROW",1997-09-10,1997,9,10,"253",3
"BARROW",1997-09-11,1997,9,11,"254",3.9
"BARROW",1997-09-12,1997,9,12,"255",4.7
"BARROW",1997-09-13,1997,9,13,"256",6.8
"BARROW",1997-09-14,1997,9,14,"257",4.6
"BARROW",1997-09-15,1997,9,15,"258",2.5
"BARROW",1997-09-16,1997,9,16,"259",2
"BARROW",1997-09-17,1997,9,17,"260",1.8
"BARROW",1997-09-18,1997,9,18,"261",3.2
"BARROW",1997-09-19,1997,9,19,"262",2
"BARROW",1997-09-20,1997,9,20,"263",1.3
"BARROW",1997-09-21,1997,9,21,"264",0.1
"BARROW",1997-09-22,1997,9,22,"265",0.1
"BARROW",1997-09-23,1997,9,23,"266",0.8
"BARROW",1997-09-24,1997,9,24,"267",0.6
"BARROW",1997-09-25,1997,9,25,"268",-0.3
"BARROW",1997-09-26,1997,9,26,"269",-1.9
"BARROW",1997-09-27,1997,9,27,"270",-1.8
"BARROW",1997-09-28,1997,9,28,"271",-1.9
"BARROW",1997-09-29,1997,9,29,"272",-2.4
"BARROW",1997-09-30,1997,9,30,"273",-2.4
"BARROW",1997-10-01,1997,10,1,"274",-2.5
"BARROW",1997-10-02,1997,10,2,"275",-2.7
"BARROW",1997-10-03,1997,10,3,"276",-2.2
"BARROW",1997-10-04,1997,10,4,"277",-0.4
"BARROW",1997-10-05,1997,10,5,"278",-0.6
"BARROW",1997-10-06,1997,10,6,"279",-2.4
"BARROW",1997-10-07,1997,10,7,"280",-5.3
"BARROW",1997-10-08,1997,10,8,"281",-1.5
"BARROW",1997-10-09,1997,10,9,"282",-1.4
"BARROW",1997-10-10,1997,10,10,"283",-1.6
"BARROW",1997-10-11,1997,10,11,"284",-5.2
"BARROW",1997-10-12,1997,10,12,"285",-4.3
"BARROW",1997-10-13,1997,10,13,"286",-8.9
"BARROW",1997-10-14,1997,10,14,"287",-14.2
"BARROW",1997-10-15,1997,10,15,"288",-12
"BARROW",1997-10-16,1997,10,16,"289",-8.2
"BARROW",1997-10-17,1997,10,17,"290",-8.9
"BARROW",1997-10-18,1997,10,18,"291",-9.7
"BARROW",1997-10-19,1997,10,19,"292",-8.2
"BARROW",1997-10-20,1997,10,20,"293",-6.4
"BARROW",1997-10-21,1997,10,21,"294",-8
"BARROW",1997-10-22,1997,10,22,"295",-7.7
"BARROW",1997-10-23,1997,10,23,"296",-9.8
"BARROW",1997-10-24,1997,10,24,"297",-9.6
"BARROW",1997-10-25,1997,10,25,"298",-7.9
"BARROW",1997-10-26,1997,10,26,"299",-8.5
"BARROW",1997-10-27,1997,10,27,"300",-9.9
"BARROW",1997-10-28,1997,10,28,"301",-8.9
"BARROW",1997-10-29,1997,10,29,"302",-8.4
"BARROW",1997-10-30,1997,10,30,"303",-7.6
"BARROW",1997-10-31,1997,10,31,"304",-9.8
"BARROW",1997-11-01,1997,11,1,"305",-16.6
"BARROW",1997-11-02,1997,11,2,"306",-12
"BARROW",1997-11-03,1997,11,3,"307",NA
"BARROW",1997-11-04,1997,11,4,"308",-5.1
"BARROW",1997-11-05,1997,11,5,"309",-7.6
"BARROW",1997-11-06,1997,11,6,"310",-8.9
"BARROW",1997-11-07,1997,11,7,"311",-10.4
"BARROW",1997-11-08,1997,11,8,"312",-9.3
"BARROW",1997-11-09,1997,11,9,"313",-3.1
"BARROW",1997-11-10,1997,11,10,"314",-4.8
"BARROW",1997-11-11,1997,11,11,"315",-3.9
"BARROW",1997-11-12,1997,11,12,"316",-4.5
"BARROW",1997-11-13,1997,11,13,"317",-8.5
"BARROW",1997-11-14,1997,11,14,"318",-10.8
"BARROW",1997-11-15,1997,11,15,"319",-9.8
"BARROW",1997-11-16,1997,11,16,"320",-7.7
"BARROW",1997-11-17,1997,11,17,"321",-10.9
"BARROW",1997-11-18,1997,11,18,"322",-12.1
"BARROW",1997-11-19,1997,11,19,"323",-8
"BARROW",1997-11-20,1997,11,20,"324",-18.9
"BARROW",1997-11-21,1997,11,21,"325",-13.5
"BARROW",1997-11-22,1997,11,22,"326",-12.1
"BARROW",1997-11-23,1997,11,23,"327",-12
"BARROW",1997-11-24,1997,11,24,"328",-15.2
"BARROW",1997-11-25,1997,11,25,"329",-18.2
"BARROW",1997-11-26,1997,11,26,"330",-16.8
"BARROW",1997-11-27,1997,11,27,"331",-18.2
"BARROW",1997-11-28,1997,11,28,"332",-18.9
"BARROW",1997-11-29,1997,11,29,"333",-18.2
"BARROW",1997-11-30,1997,11,30,"334",-20.4
"BARROW",1997-12-01,1997,12,1,"335",-22
"BARROW",1997-12-02,1997,12,2,"336",-20.2
"BARROW",1997-12-03,1997,12,3,"337",-24.7
"BARROW",1997-12-04,1997,12,4,"338",-23.9
"BARROW",1997-12-05,1997,12,5,"339",-17.9
"BARROW",1997-12-06,1997,12,6,"340",-15.4
"BARROW",1997-12-07,1997,12,7,"341",-11
"BARROW",1997-12-08,1997,12,8,"342",-16.3
"BARROW",1997-12-09,1997,12,9,"343",-19.9
"BARROW",1997-12-10,1997,12,10,"344",-22
"BARROW",1997-12-11,1997,12,11,"345",-19.8
"BARROW",1997-12-12,1997,12,12,"346",-18.2
"BARROW",1997-12-13,1997,12,13,"347",-18.6
"BARROW",1997-12-14,1997,12,14,"348",-19.2
"BARROW",1997-12-15,1997,12,15,"349",-23.1
"BARROW",1997-12-16,1997,12,16,"350",-31.4
"BARROW",1997-12-17,1997,12,17,"351",-30.8
"BARROW",1997-12-18,1997,12,18,"352",-29.2
"BARROW",1997-12-19,1997,12,19,"353",-26.2
"BARROW",1997-12-20,1997,12,20,"354",-29.9
"BARROW",1997-12-21,1997,12,21,"355",-34.2
"BARROW",1997-12-22,1997,12,22,"356",-29.5
"BARROW",1997-12-23,1997,12,23,"357",-25.9
"BARROW",1997-12-24,1997,12,24,"358",-26.8
"BARROW",1997-12-25,1997,12,25,"359",-27.4
"BARROW",1997-12-26,1997,12,26,"360",-27.2
"BARROW",1997-12-27,1997,12,27,"361",-27.4
"BARROW",1997-12-28,1997,12,28,"362",-26.7
"BARROW",1997-12-29,1997,12,29,"363",-28.4
"BARROW",1997-12-30,1997,12,30,"364",-31
"BARROW",1997-12-31,1997,12,31,"365",-34.1
"BARROW",1998-01-01,1998,1,1,"001",-30.7
"BARROW",1998-01-02,1998,1,2,"002",-30.4
"BARROW",1998-01-03,1998,1,3,"003",-25.8
"BARROW",1998-01-04,1998,1,4,"004",-23.1
"BARROW",1998-01-05,1998,1,5,"005",-25.1
"BARROW",1998-01-06,1998,1,6,"006",-28
"BARROW",1998-01-07,1998,1,7,"007",-25.7
"BARROW",1998-01-08,1998,1,8,"008",-23.5
"BARROW",1998-01-09,1998,1,9,"009",-25.2
"BARROW",1998-01-10,1998,1,10,"010",-24.3
"BARROW",1998-01-11,1998,1,11,"011",-20.9
"BARROW",1998-01-12,1998,1,12,"012",-23.8
"BARROW",1998-01-13,1998,1,13,"013",-28
"BARROW",1998-01-14,1998,1,14,"014",-30.2
"BARROW",1998-01-15,1998,1,15,"015",-32
"BARROW",1998-01-16,1998,1,16,"016",-30.3
"BARROW",1998-01-17,1998,1,17,"017",-30.8
"BARROW",1998-01-18,1998,1,18,"018",-28.8
"BARROW",1998-01-19,1998,1,19,"019",-27.2
"BARROW",1998-01-20,1998,1,20,"020",-25.9
"BARROW",1998-01-21,1998,1,21,"021",-26.3
"BARROW",1998-01-22,1998,1,22,"022",-24.8
"BARROW",1998-01-23,1998,1,23,"023",-24.5
"BARROW",1998-01-24,1998,1,24,"024",-27.7
"BARROW",1998-01-25,1998,1,25,"025",-24
"BARROW",1998-01-26,1998,1,26,"026",-29.1
"BARROW",1998-01-27,1998,1,27,"027",-33.1
"BARROW",1998-01-28,1998,1,28,"028",-22
"BARROW",1998-01-29,1998,1,29,"029",-22
"BARROW",1998-01-30,1998,1,30,"030",-25.1
"BARROW",1998-01-31,1998,1,31,"031",-24.5
"BARROW",1998-02-01,1998,2,1,"032",-21.1
"BARROW",1998-02-02,1998,2,2,"033",-21.4
"BARROW",1998-02-03,1998,2,3,"034",-23.2
"BARROW",1998-02-04,1998,2,4,"035",-19.2
"BARROW",1998-02-05,1998,2,5,"036",-15.2
"BARROW",1998-02-06,1998,2,6,"037",-13.1
"BARROW",1998-02-07,1998,2,7,"038",-27
"BARROW",1998-02-08,1998,2,8,"039",-31.1
"BARROW",1998-02-09,1998,2,9,"040",-30.4
"BARROW",1998-02-10,1998,2,10,"041",-31.6
"BARROW",1998-02-11,1998,2,11,"042",-33.6
"BARROW",1998-02-12,1998,2,12,"043",-26.1
"BARROW",1998-02-13,1998,2,13,"044",-23.8
"BARROW",1998-02-14,1998,2,14,"045",-29.1
"BARROW",1998-02-15,1998,2,15,"046",-32.6
"BARROW",1998-02-16,1998,2,16,"047",-32.3
"BARROW",1998-02-17,1998,2,17,"048",-35.2
"BARROW",1998-02-18,1998,2,18,"049",-34
"BARROW",1998-02-19,1998,2,19,"050",-29.4
"BARROW",1998-02-20,1998,2,20,"051",-28.4
"BARROW",1998-02-21,1998,2,21,"052",-25.9
"BARROW",1998-02-22,1998,2,22,"053",-24.8
"BARROW",1998-02-23,1998,2,23,"054",-27.3
"BARROW",1998-02-24,1998,2,24,"055",-34.6
"BARROW",1998-02-25,1998,2,25,"056",-28.4
"BARROW",1998-02-26,1998,2,26,"057",-19.7
"BARROW",1998-02-27,1998,2,27,"058",-18.1
"BARROW",1998-02-28,1998,2,28,"059",-26.6
"BARROW",1998-03-01,1998,3,1,"060",-28.9
"BARROW",1998-03-02,1998,3,2,"061",-27.5
"BARROW",1998-03-03,1998,3,3,"062",-27.7
"BARROW",1998-03-04,1998,3,4,"063",-28.3
"BARROW",1998-03-05,1998,3,5,"064",-28.6
"BARROW",1998-03-06,1998,3,6,"065",-22.8
"BARROW",1998-03-07,1998,3,7,"066",-20.6
"BARROW",1998-03-08,1998,3,8,"067",-24
"BARROW",1998-03-09,1998,3,9,"068",-19.6
"BARROW",1998-03-10,1998,3,10,"069",-13.3
"BARROW",1998-03-11,1998,3,11,"070",-11.5
"BARROW",1998-03-12,1998,3,12,"071",-18.6
"BARROW",1998-03-13,1998,3,13,"072",-19.9
"BARROW",1998-03-14,1998,3,14,"073",-17.4
"BARROW",1998-03-15,1998,3,15,"074",-24.4
"BARROW",1998-03-16,1998,3,16,"075",-23.3
"BARROW",1998-03-17,1998,3,17,"076",-20.6
"BARROW",1998-03-18,1998,3,18,"077",-21.4
"BARROW",1998-03-19,1998,3,19,"078",-14.6
"BARROW",1998-03-20,1998,3,20,"079",-12
"BARROW",1998-03-21,1998,3,21,"080",-10.7
"BARROW",1998-03-22,1998,3,22,"081",-6.8
"BARROW",1998-03-23,1998,3,23,"082",-9.7
"BARROW",1998-03-24,1998,3,24,"083",-11.7
"BARROW",1998-03-25,1998,3,25,"084",-15.7
"BARROW",1998-03-26,1998,3,26,"085",-20.2
"BARROW",1998-03-27,1998,3,27,"086",-21
"BARROW",1998-03-28,1998,3,28,"087",-21.9
"BARROW",1998-03-29,1998,3,29,"088",-19.8
"BARROW",1998-03-30,1998,3,30,"089",-22.9
"BARROW",1998-03-31,1998,3,31,"090",-24.7
"BARROW",1998-04-01,1998,4,1,"091",-18.2
"BARROW",1998-04-02,1998,4,2,"092",-13.7
"BARROW",1998-04-03,1998,4,3,"093",-16.1
"BARROW",1998-04-04,1998,4,4,"094",-14.8
"BARROW",1998-04-05,1998,4,5,"095",-11.6
"BARROW",1998-04-06,1998,4,6,"096",-12.1
"BARROW",1998-04-07,1998,4,7,"097",-13.5
"BARROW",1998-04-08,1998,4,8,"098",-9.2
"BARROW",1998-04-09,1998,4,9,"099",-14.4
"BARROW",1998-04-10,1998,4,10,"100",-11.1
"BARROW",1998-04-11,1998,4,11,"101",-7.7
"BARROW",1998-04-12,1998,4,12,"102",-11
"BARROW",1998-04-13,1998,4,13,"103",-11.1
"BARROW",1998-04-14,1998,4,14,"104",-9.4
"BARROW",1998-04-15,1998,4,15,"105",-8.7
"BARROW",1998-04-16,1998,4,16,"106",-8.7
"BARROW",1998-04-17,1998,4,17,"107",-8.3
"BARROW",1998-04-18,1998,4,18,"108",-7.2
"BARROW",1998-04-19,1998,4,19,"109",-5
"BARROW",1998-04-20,1998,4,20,"110",-7.8
"BARROW",1998-04-21,1998,4,21,"111",-10.9
"BARROW",1998-04-22,1998,4,22,"112",-11
"BARROW",1998-04-23,1998,4,23,"113",-5.9
"BARROW",1998-04-24,1998,4,24,"114",-11.3
"BARROW",1998-04-25,1998,4,25,"115",-18.6
"BARROW",1998-04-26,1998,4,26,"116",-20.6
"BARROW",1998-04-27,1998,4,27,"117",-17
"BARROW",1998-04-28,1998,4,28,"118",-11.3
"BARROW",1998-04-29,1998,4,29,"119",-9.7
"BARROW",1998-04-30,1998,4,30,"120",-11.7
"BARROW",1998-05-01,1998,5,1,"121",-18.5
"BARROW",1998-05-02,1998,5,2,"122",-12.7
"BARROW",1998-05-03,1998,5,3,"123",-14.9
"BARROW",1998-05-04,1998,5,4,"124",-13.7
"BARROW",1998-05-05,1998,5,5,"125",-13.7
"BARROW",1998-05-06,1998,5,6,"126",-13.9
"BARROW",1998-05-07,1998,5,7,"127",-14.3
"BARROW",1998-05-08,1998,5,8,"128",-11.3
"BARROW",1998-05-09,1998,5,9,"129",-8.5
"BARROW",1998-05-10,1998,5,10,"130",-5.4
"BARROW",1998-05-11,1998,5,11,"131",-4.9
"BARROW",1998-05-12,1998,5,12,"132",-3.1
"BARROW",1998-05-13,1998,5,13,"133",-6
"BARROW",1998-05-14,1998,5,14,"134",-3.4
"BARROW",1998-05-15,1998,5,15,"135",-4.2
"BARROW",1998-05-16,1998,5,16,"136",-2.1
"BARROW",1998-05-17,1998,5,17,"137",-1.6
"BARROW",1998-05-18,1998,5,18,"138",-1
"BARROW",1998-05-19,1998,5,19,"139",-2.6
"BARROW",1998-05-20,1998,5,20,"140",-5.3
"BARROW",1998-05-21,1998,5,21,"141",-4.7
"BARROW",1998-05-22,1998,5,22,"142",-4
"BARROW",1998-05-23,1998,5,23,"143",-4.1
"BARROW",1998-05-24,1998,5,24,"144",-2.2
"BARROW",1998-05-25,1998,5,25,"145",-0.2
"BARROW",1998-05-26,1998,5,26,"146",0.4
"BARROW",1998-05-27,1998,5,27,"147",0.5
"BARROW",1998-05-28,1998,5,28,"148",1
"BARROW",1998-05-29,1998,5,29,"149",2.2
"BARROW",1998-05-30,1998,5,30,"150",1.3
"BARROW",1998-05-31,1998,5,31,"151",0.7
"BARROW",1998-06-01,1998,6,1,"152",2.1
"BARROW",1998-06-02,1998,6,2,"153",4.2
"BARROW",1998-06-03,1998,6,3,"154",1.6
"BARROW",1998-06-04,1998,6,4,"155",0.9
"BARROW",1998-06-05,1998,6,5,"156",0.4
"BARROW",1998-06-06,1998,6,6,"157",0
"BARROW",1998-06-07,1998,6,7,"158",1.6
"BARROW",1998-06-08,1998,6,8,"159",1.9
"BARROW",1998-06-09,1998,6,9,"160",-0.7
"BARROW",1998-06-10,1998,6,10,"161",-1.3
"BARROW",1998-06-11,1998,6,11,"162",-0.7
"BARROW",1998-06-12,1998,6,12,"163",1
"BARROW",1998-06-13,1998,6,13,"164",0.3
"BARROW",1998-06-14,1998,6,14,"165",0.7
"BARROW",1998-06-15,1998,6,15,"166",0.6
"BARROW",1998-06-16,1998,6,16,"167",0.7
"BARROW",1998-06-17,1998,6,17,"168",0.7
"BARROW",1998-06-18,1998,6,18,"169",0.4
"BARROW",1998-06-19,1998,6,19,"170",-0.2
"BARROW",1998-06-20,1998,6,20,"171",1.2
"BARROW",1998-06-21,1998,6,21,"172",2.7
"BARROW",1998-06-22,1998,6,22,"173",2.2
"BARROW",1998-06-23,1998,6,23,"174",1.5
"BARROW",1998-06-24,1998,6,24,"175",-0.4
"BARROW",1998-06-25,1998,6,25,"176",-0.5
"BARROW",1998-06-26,1998,6,26,"177",0.7
"BARROW",1998-06-27,1998,6,27,"178",0.9
"BARROW",1998-06-28,1998,6,28,"179",8
"BARROW",1998-06-29,1998,6,29,"180",7.9
"BARROW",1998-06-30,1998,6,30,"181",8.6
"BARROW",1998-07-01,1998,7,1,"182",4.3
"BARROW",1998-07-02,1998,7,2,"183",2.7
"BARROW",1998-07-03,1998,7,3,"184",4.7
"BARROW",1998-07-04,1998,7,4,"185",5.5
"BARROW",1998-07-05,1998,7,5,"186",4.5
"BARROW",1998-07-06,1998,7,6,"187",2.6
"BARROW",1998-07-07,1998,7,7,"188",2.9
"BARROW",1998-07-08,1998,7,8,"189",3.2
"BARROW",1998-07-09,1998,7,9,"190",4.2
"BARROW",1998-07-10,1998,7,10,"191",5.8
"BARROW",1998-07-11,1998,7,11,"192",6
"BARROW",1998-07-12,1998,7,12,"193",5.4
"BARROW",1998-07-13,1998,7,13,"194",5.9
"BARROW",1998-07-14,1998,7,14,"195",5.1
"BARROW",1998-07-15,1998,7,15,"196",4.6
"BARROW",1998-07-16,1998,7,16,"197",5.7
"BARROW",1998-07-17,1998,7,17,"198",5.8
"BARROW",1998-07-18,1998,7,18,"199",6.8
"BARROW",1998-07-19,1998,7,19,"200",6.4
"BARROW",1998-07-20,1998,7,20,"201",7.6
"BARROW",1998-07-21,1998,7,21,"202",6.8
"BARROW",1998-07-22,1998,7,22,"203",6.5
"BARROW",1998-07-23,1998,7,23,"204",6.6
"BARROW",1998-07-24,1998,7,24,"205",6.3
"BARROW",1998-07-25,1998,7,25,"206",5.8
"BARROW",1998-07-26,1998,7,26,"207",6.6
"BARROW",1998-07-27,1998,7,27,"208",6.5
"BARROW",1998-07-28,1998,7,28,"209",9.4
"BARROW",1998-07-29,1998,7,29,"210",6.8
"BARROW",1998-07-30,1998,7,30,"211",5
"BARROW",1998-07-31,1998,7,31,"212",2.5
"BARROW",1998-08-01,1998,8,1,"213",3.6
"BARROW",1998-08-02,1998,8,2,"214",9.5
"BARROW",1998-08-03,1998,8,3,"215",6.6
"BARROW",1998-08-04,1998,8,4,"216",1.9
"BARROW",1998-08-05,1998,8,5,"217",3.8
"BARROW",1998-08-06,1998,8,6,"218",4.6
"BARROW",1998-08-07,1998,8,7,"219",2.5
"BARROW",1998-08-08,1998,8,8,"220",5.1
"BARROW",1998-08-09,1998,8,9,"221",6.4
"BARROW",1998-08-10,1998,8,10,"222",6.6
"BARROW",1998-08-11,1998,8,11,"223",8.1
"BARROW",1998-08-12,1998,8,12,"224",9.7
"BARROW",1998-08-13,1998,8,13,"225",6.4
"BARROW",1998-08-14,1998,8,14,"226",11
"BARROW",1998-08-15,1998,8,15,"227",6.3
"BARROW",1998-08-16,1998,8,16,"228",2.4
"BARROW",1998-08-17,1998,8,17,"229",1.5
"BARROW",1998-08-18,1998,8,18,"230",5.2
"BARROW",1998-08-19,1998,8,19,"231",7.5
"BARROW",1998-08-20,1998,8,20,"232",10.1
"BARROW",1998-08-21,1998,8,21,"233",3.4
"BARROW",1998-08-22,1998,8,22,"234",4.8
"BARROW",1998-08-23,1998,8,23,"235",4.7
"BARROW",1998-08-24,1998,8,24,"236",4.8
"BARROW",1998-08-25,1998,8,25,"237",5.7
"BARROW",1998-08-26,1998,8,26,"238",5.4
"BARROW",1998-08-27,1998,8,27,"239",5.4
"BARROW",1998-08-28,1998,8,28,"240",5.6
"BARROW",1998-08-29,1998,8,29,"241",3.5
"BARROW",1998-08-30,1998,8,30,"242",1.9
"BARROW",1998-08-31,1998,8,31,"243",2.6
"BARROW",1998-09-01,1998,9,1,"244",3.8
"BARROW",1998-09-02,1998,9,2,"245",4.9
"BARROW",1998-09-03,1998,9,3,"246",4.9
"BARROW",1998-09-04,1998,9,4,"247",4.5
"BARROW",1998-09-05,1998,9,5,"248",5
"BARROW",1998-09-06,1998,9,6,"249",6
"BARROW",1998-09-07,1998,9,7,"250",3.9
"BARROW",1998-09-08,1998,9,8,"251",4.5
"BARROW",1998-09-09,1998,9,9,"252",4.8
"BARROW",1998-09-10,1998,9,10,"253",3.3
"BARROW",1998-09-11,1998,9,11,"254",2.7
"BARROW",1998-09-12,1998,9,12,"255",2.3
"BARROW",1998-09-13,1998,9,13,"256",1.7
"BARROW",1998-09-14,1998,9,14,"257",1.7
"BARROW",1998-09-15,1998,9,15,"258",1
"BARROW",1998-09-16,1998,9,16,"259",2.4
"BARROW",1998-09-17,1998,9,17,"260",4.9
"BARROW",1998-09-18,1998,9,18,"261",5.1
"BARROW",1998-09-19,1998,9,19,"262",3
"BARROW",1998-09-20,1998,9,20,"263",4
"BARROW",1998-09-21,1998,9,21,"264",1.2
"BARROW",1998-09-22,1998,9,22,"265",1.8
"BARROW",1998-09-23,1998,9,23,"266",1.9
"BARROW",1998-09-24,1998,9,24,"267",2.4
"BARROW",1998-09-25,1998,9,25,"268",1.5
